index,cond,elev,hum,lat,lng,loc,pres,temp,time
2467,Mostly Cloudy,10.4354982376,0.76,40.7127837,-74.0059413,"New York,USA",1014.69,53.07,1449792000
2468,Clear,10.4354982376,0.75,40.7127837,-74.0059413,"New York,USA",1014.82,53.08,1449795600
2469,Clear,10.4354982376,0.77,40.7127837,-74.0059413,"New York,USA",1014.36,53.49,1449799200
2470,Mostly Cloudy,10.4354982376,0.77,40.7127837,-74.0059413,"New York,USA",1013.87,52.68,1449802800
2471,Clear,10.4354982376,0.78,40.7127837,-74.0059413,"New York,USA",1013.85,52.35,1449806400
2472,Clear,10.4354982376,0.83,40.7127837,-74.0059413,"New York,USA",1018.84,49.93,1450328400
2473,Overcast,10.4354982376,0.77,40.7127837,-74.0059413,"New York,USA",1017.71,50.12,1450332000
2474,Clear,10.4354982376,0.79,40.7127837,-74.0059413,"New York,USA",1017.14,50.92,1450335600
2475,Clear,10.4354982376,0.79,40.7127837,-74.0059413,"New York,USA",1017.14,51.08,1450339200
2476,Overcast,10.4354982376,0.85,40.7127837,-74.0059413,"New York,USA",1016.61,52.0,1450342800
2477,Clear,10.4354982376,0.86,40.7127837,-74.0059413,"New York,USA",1016.46,52.86,1450346400
2478,Drizzle,10.4354982376,0.88,40.7127837,-74.0059413,"New York,USA",1016.62,53.0,1450350000
2479,Overcast,10.4354982376,0.9,40.7127837,-74.0059413,"New York,USA",1015.41,53.86,1450353600
2480,Clear,10.4354982376,0.86,40.7127837,-74.0059413,"New York,USA",1015.03,54.15,1450357200
2481,Clear,10.4354982376,0.88,40.7127837,-74.0059413,"New York,USA",1015.2,55.07,1450360800
2482,Overcast,10.4354982376,0.88,40.7127837,-74.0059413,"New York,USA",1014.26,56.0,1450364400
2483,Light Rain,10.4354982376,0.9,40.7127837,-74.0059413,"New York,USA",1012.5,56.15,1450368000
2484,Light Rain,10.4354982376,0.91,40.7127837,-74.0059413,"New York,USA",1010.99,56.15,1450371600
2485,Rain,10.4354982376,0.93,40.7127837,-74.0059413,"New York,USA",1009.95,57.56,1450375200
2486,Rain,10.4354982376,0.91,40.7127837,-74.0059413,"New York,USA",1008.33,57.04,1450378800
2487,Rain,10.4354982376,0.94,40.7127837,-74.0059413,"New York,USA",1007.29,57.78,1450382400
2488,Heavy Rain,10.4354982376,0.94,40.7127837,-74.0059413,"New York,USA",1006.19,56.93,1450386000
2489,Rain,10.4354982376,0.93,40.7127837,-74.0059413,"New York,USA",1005.31,57.87,1450389600
2490,Light Rain,10.4354982376,0.93,40.7127837,-74.0059413,"New York,USA",1004.15,57.87,1450393200
2491,Overcast,10.4354982376,0.93,40.7127837,-74.0059413,"New York,USA",1004.21,57.06,1450396800
2492,Clear,10.4354982376,0.98,40.7127837,-74.0059413,"New York,USA",1004.57,56.84,1450400400
2493,Clear,10.4354982376,0.95,40.7127837,-74.0059413,"New York,USA",1004.12,56.78,1450404000
2494,Overcast,10.4354982376,0.96,40.7127837,-74.0059413,"New York,USA",1004.2,55.97,1450407600
2495,Clear,10.4354982376,0.95,40.7127837,-74.0059413,"New York,USA",1004.43,55.19,1450411200
2496,Light Rain,10.4354982376,0.97,40.7127837,-74.0059413,"New York,USA",1010.48,62.56,1450933200
2497,Overcast,10.4354982376,0.96,40.7127837,-74.0059413,"New York,USA",1009.74,63.96,1450936800
2498,Clear,10.4354982376,0.93,40.7127837,-74.0059413,"New York,USA",1009.57,63.9,1450940400
2499,Light Rain,10.4354982376,0.93,40.7127837,-74.0059413,"New York,USA",1010.31,64.05,1450944000
2500,Overcast,10.4354982376,0.92,40.7127837,-74.0059413,"New York,USA",1010.4,63.91,1450947600
2501,Clear,10.4354982376,0.9,40.7127837,-74.0059413,"New York,USA",1011.15,63.8,1450951200
2502,Clear,10.4354982376,0.87,40.7127837,-74.0059413,"New York,USA",1011.56,63.09,1450954800
2503,Partly Cloudy,10.4354982376,0.87,40.7127837,-74.0059413,"New York,USA",1012.34,65.03,1450958400
2504,Clear,10.4354982376,0.85,40.7127837,-74.0059413,"New York,USA",1012.82,65.85,1450962000
2505,Clear,10.4354982376,0.78,40.7127837,-74.0059413,"New York,USA",1013.69,65.92,1450965600
2506,Overcast,10.4354982376,0.78,40.7127837,-74.0059413,"New York,USA",1013.58,66.66,1450969200
2507,Clear,10.4354982376,0.8,40.7127837,-74.0059413,"New York,USA",1013.9,66.85,1450972800
2508,Clear,10.4354982376,0.81,40.7127837,-74.0059413,"New York,USA",1014.18,66.85,1450976400
2509,Overcast,10.4354982376,0.81,40.7127837,-74.0059413,"New York,USA",1013.9,66.48,1450980000
2510,Clear,10.4354982376,0.83,40.7127837,-74.0059413,"New York,USA",1014.11,68.07,1450983600
2511,Clear,10.4354982376,0.77,40.7127837,-74.0059413,"New York,USA",1015.02,68.89,1450987200
2512,Mostly Cloudy,10.4354982376,0.72,40.7127837,-74.0059413,"New York,USA",1016.28,68.15,1450990800
2513,Clear,10.4354982376,0.77,40.7127837,-74.0059413,"New York,USA",1016.93,68.38,1450994400
2514,Clear,10.4354982376,0.77,40.7127837,-74.0059413,"New York,USA",1017.64,68.19,1450998000
2515,Mostly Cloudy,10.4354982376,0.72,40.7127837,-74.0059413,"New York,USA",1019.11,65.94,1451001600
2516,Clear,10.4354982376,0.69,40.7127837,-74.0059413,"New York,USA",1019.27,66.93,1451005200
2517,Clear,10.4354982376,0.7,40.7127837,-74.0059413,"New York,USA",1019.24,62.99,1451008800
2518,Mostly Cloudy,10.4354982376,0.72,40.7127837,-74.0059413,"New York,USA",1019.73,62.45,1451012400
2519,Clear,10.4354982376,0.7,40.7127837,-74.0059413,"New York,USA",1019.56,63.95,1451016000
2520,Rain,10.4354982376,0.94,40.7127837,-74.0059413,"New York,USA",1017.45,46.75,1451538000
2521,Light Rain,10.4354982376,0.96,40.7127837,-74.0059413,"New York,USA",1016.24,46.67,1451541600
2522,Clear,10.4354982376,0.94,40.7127837,-74.0059413,"New York,USA",1016.04,45.88,1451545200
2523,Clear,10.4354982376,0.92,40.7127837,-74.0059413,"New York,USA",1016.21,45.22,1451548800
2524,Overcast,10.4354982376,0.91,40.7127837,-74.0059413,"New York,USA",1015.72,45.88,1451552400
2525,Clear,10.4354982376,0.92,40.7127837,-74.0059413,"New York,USA",1016.14,45.93,1451556000
2526,Clear,10.4354982376,0.89,40.7127837,-74.0059413,"New York,USA",1016.43,46.01,1451559600
2527,Mostly Cloudy,10.4354982376,0.87,40.7127837,-74.0059413,"New York,USA",1017.04,46.09,1451563200
2528,Clear,10.4354982376,0.91,40.7127837,-74.0059413,"New York,USA",1017.66,46.89,1451566800
2529,Clear,10.4354982376,0.8,40.7127837,-74.0059413,"New York,USA",1018.45,48.09,1451570400
2530,Mostly Cloudy,10.4354982376,0.73,40.7127837,-74.0059413,"New York,USA",1018.7,47.01,1451574000
2531,Clear,10.4354982376,0.69,40.7127837,-74.0059413,"New York,USA",1018.45,47.03,1451577600
2532,Clear,10.4354982376,0.67,40.7127837,-74.0059413,"New York,USA",1017.31,47.03,1451581200
2533,Mostly Cloudy,10.4354982376,0.64,40.7127837,-74.0059413,"New York,USA",1017.1,47.22,1451584800
2534,Clear,10.4354982376,0.63,40.7127837,-74.0059413,"New York,USA",1016.86,47.22,1451588400
2535,Clear,10.4354982376,0.63,40.7127837,-74.0059413,"New York,USA",1016.77,47.22,1451592000
2536,Overcast,10.4354982376,0.62,40.7127837,-74.0059413,"New York,USA",1017.78,47.15,1451595600
2537,Clear,10.4354982376,0.58,40.7127837,-74.0059413,"New York,USA",1017.98,46.22,1451599200
2538,Clear,10.4354982376,0.61,40.7127837,-74.0059413,"New York,USA",1018.38,46.08,1451602800
2539,Mostly Cloudy,10.4354982376,0.59,40.7127837,-74.0059413,"New York,USA",1018.31,45.08,1451606400
2540,Clear,10.4354982376,0.56,40.7127837,-74.0059413,"New York,USA",1018.79,44.89,1451610000
2541,Clear,10.4354982376,0.58,40.7127837,-74.0059413,"New York,USA",1018.95,44.08,1451613600
2542,Mostly Cloudy,10.4354982376,0.53,40.7127837,-74.0059413,"New York,USA",1018.72,44.08,1451617200
2543,Clear,10.4354982376,0.56,40.7127837,-74.0059413,"New York,USA",1018.7,43.07,1451620800
2544,Clear,767.487915039,0.59,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,77.96,1420077600
2545,Clear,767.487915039,0.65,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,77.0,1420081200
2546,Clear,767.487915039,0.65,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,77.0,1420084800
2547,Clear,767.487915039,0.76,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,75.0,1420088400
2548,Mostly Cloudy,767.487915039,0.78,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,74.8,1420092000
2549,Clear,767.487915039,0.74,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,75.83,1420095600
2550,Clear,767.487915039,0.73,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,74.89,1420099200
2551,Clear,767.487915039,0.76,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,74.0,1420102800
2552,Clear,767.487915039,0.69,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,77.46,1420106400
2553,Clear,767.487915039,0.63,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,80.69,1420110000
2554,Clear,767.487915039,0.62,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,82.46,1420113600
2555,Clear,767.487915039,0.57,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,83.93,1420117200
2556,Clear,767.487915039,0.49,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,87.27,1420120800
2557,Clear,767.487915039,0.44,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,89.04,1420124400
2558,Clear,767.487915039,0.43,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,90.16,1420128000
2559,Clear,767.487915039,0.43,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,90.16,1420131600
2560,Mostly Cloudy,767.487915039,0.44,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,89.04,1420135200
2561,Clear,767.487915039,0.47,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,87.93,1420138800
2562,Clear,767.487915039,0.49,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,86.23,1420142400
2563,Clear,767.487915039,0.61,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,76.43,1420146000
2564,Clear,767.487915039,0.64,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,76.26,1420149600
2565,Clear,767.487915039,0.67,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,76.26,1420153200
2566,Mostly Cloudy,767.487915039,0.66,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,76.74,1420156800
2567,Clear,767.487915039,0.65,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,77.0,1420160400
2568,Clear,767.487915039,0.8,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,70.0,1420682400
2569,Clear,767.487915039,0.83,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,68.96,1420686000
2570,Clear,767.487915039,0.89,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,67.48,1420689600
2571,Clear,767.487915039,0.89,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,69.05,1420693200
2572,Clear,767.487915039,0.89,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,68.84,1420696800
2573,Clear,767.487915039,0.89,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,68.84,1420700400
2574,Clear,767.487915039,0.9,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,67.59,1420704000
2575,Clear,767.487915039,0.89,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,67.7,1420707600
2576,Clear,767.487915039,0.79,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,72.35,1420711200
2577,Clear,767.487915039,0.7,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,75.47,1420714800
2578,Clear,767.487915039,0.61,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,78.7,1420718400
2579,Clear,767.487915039,0.54,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,82.7,1420722000
2580,Clear,767.487915039,0.5,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,84.7,1420725600
2581,Clear,767.487915039,0.47,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,85.93,1420729200
2582,Clear,767.487915039,0.47,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,87.46,1420732800
2583,Clear,767.487915039,0.44,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,88.81,1420736400
2584,Partly Cloudy,767.487915039,0.45,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,88.0,1420740000
2585,Clear,767.487915039,0.44,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,89.77,1420743600
2586,Foggy,767.487915039,0.7,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,78.84,1420747200
2587,Clear,767.487915039,0.84,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,71.69,1420750800
2588,Clear,767.487915039,0.78,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,72.39,1420754400
2589,Clear,767.487915039,0.81,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,72.5,1420758000
2590,Clear,767.487915039,0.84,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,71.37,1420761600
2591,Clear,767.487915039,0.84,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,71.37,1420765200
2592,Clear,767.487915039,0.8,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,72.26,1421287200
2593,Clear,767.487915039,0.78,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,72.74,1421290800
2594,Clear,767.487915039,0.77,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,73.0,1421294400
2595,Clear,767.487915039,0.81,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,73.21,1421298000
2596,Partly Cloudy,767.487915039,0.83,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,72.8,1421301600
2597,Clear,767.487915039,0.86,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,72.38,1421305200
2598,Clear,767.487915039,0.87,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,72.66,1421308800
2599,Clear,767.487915039,0.85,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,73.23,1421312400
2600,Clear,767.487915039,0.85,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,73.23,1421316000
2601,Clear,767.487915039,0.75,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,77.46,1421319600
2602,Mostly Cloudy,767.487915039,0.7,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,80.46,1421323200
2603,Clear,767.487915039,0.65,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,82.23,1421326800
2604,Clear,767.487915039,0.6,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,84.23,1421330400
2605,Clear,767.487915039,0.53,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,86.23,1421334000
2606,Clear,767.487915039,0.51,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,87.81,1421337600
2607,Clear,767.487915039,0.45,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,89.35,1421341200
2608,Partly Cloudy,767.487915039,0.56,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,87.69,1421344800
2609,Clear,767.487915039,0.65,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,83.81,1421348400
2610,Clear,767.487915039,0.72,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,79.81,1421352000
2611,Clear,767.487915039,0.78,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,77.0,1421355600
2612,Clear,767.487915039,0.77,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,76.26,1421359200
2613,Clear,767.487915039,0.75,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,76.26,1421362800
2614,Mostly Cloudy,767.487915039,0.78,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,76.0,1421366400
2615,Clear,767.487915039,0.79,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,75.0,1421370000
2616,Clear,767.487915039,0.9,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,69.48,1421892000
2617,Humid,767.487915039,1.0,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,68.0,1421895600
2618,Humid,767.487915039,1.0,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,68.0,1421899200
2619,Clear,767.487915039,0.91,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,69.45,1421902800
2620,Mostly Cloudy,767.487915039,0.93,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,67.87,1421906400
2621,Clear,767.487915039,0.94,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,67.87,1421910000
2622,Clear,767.487915039,0.91,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,69.04,1421913600
2623,Clear,767.487915039,0.9,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,68.16,1421917200
2624,Clear,767.487915039,0.84,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,70.58,1421920800
2625,Clear,767.487915039,0.89,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,70.39,1421924400
2626,Overcast,767.487915039,0.86,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,71.39,1421928000
2627,Clear,767.487915039,0.82,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,72.28,1421931600
2628,Clear,767.487915039,0.78,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,73.16,1421935200
2629,Clear,767.487915039,0.8,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,72.85,1421938800
2630,Clear,767.487915039,0.69,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,75.93,1421942400
2631,Clear,767.487915039,0.58,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,77.16,1421946000
2632,Mostly Cloudy,767.487915039,0.62,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,78.24,1421949600
2633,Clear,767.487915039,0.63,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,77.0,1421953200
2634,Clear,767.487915039,0.68,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,75.0,1421956800
2635,Clear,767.487915039,0.64,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,74.26,1421960400
2636,Clear,767.487915039,0.69,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,72.5,1421964000
2637,Clear,767.487915039,0.77,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,71.0,1421967600
2638,Overcast,767.487915039,0.79,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,69.26,1421971200
2639,Clear,767.487915039,0.84,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,69.26,1421974800
2640,Clear,767.487915039,0.62,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,78.48,1422496800
2641,Clear,767.487915039,0.66,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,77.44,1422500400
2642,Clear,767.487915039,0.69,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,75.96,1422504000
2643,Dry,767.487915039,0.8,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,73.97,1422507600
2644,Clear,767.487915039,0.83,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,73.21,1422511200
2645,Clear,767.487915039,0.83,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,72.8,1422514800
2646,Clear,767.487915039,0.77,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,73.7,1422518400
2647,Clear,767.487915039,0.78,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,72.81,1422522000
2648,Clear,767.487915039,0.77,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,73.6,1422525600
2649,Clear,767.487915039,0.76,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,74.04,1422529200
2650,Mostly Cloudy,767.487915039,0.71,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,75.81,1422532800
2651,Clear,767.487915039,0.67,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,78.23,1422536400
2652,Clear,767.487915039,0.63,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,78.85,1422540000
2653,Clear,767.487915039,0.57,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,81.97,1422543600
2654,Clear,767.487915039,0.56,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,82.97,1422547200
2655,Clear,767.487915039,0.53,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,82.0,1422550800
2656,Mostly Cloudy,767.487915039,0.51,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,85.04,1422554400
2657,Clear,767.487915039,0.53,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,83.81,1422558000
2658,Clear,767.487915039,0.62,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,81.04,1422561600
2659,Clear,767.487915039,0.58,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,80.26,1422565200
2660,Clear,767.487915039,0.61,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,79.0,1422568800
2661,Clear,767.487915039,0.62,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,78.74,1422572400
2662,Mostly Cloudy,767.487915039,0.68,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,78.0,1422576000
2663,Clear,767.487915039,0.71,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,76.74,1422579600
2664,Clear,767.487915039,0.89,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,68.0,1423101600
2665,Clear,767.487915039,0.89,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,68.0,1423105200
2666,Clear,767.487915039,0.89,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,68.0,1423108800
2667,Clear,767.487915039,0.91,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,69.45,1423112400
2668,Mostly Cloudy,767.487915039,0.91,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,69.04,1423116000
2669,Clear,767.487915039,0.89,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,69.45,1423119600
2670,Clear,767.487915039,0.87,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,68.81,1423123200
2671,Clear,767.487915039,0.89,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,69.04,1423126800
2672,Clear,767.487915039,0.89,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,69.27,1423130400
2673,Clear,767.487915039,0.86,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,70.16,1423134000
2674,Overcast,767.487915039,0.85,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,70.81,1423137600
2675,Clear,767.487915039,0.89,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,69.5,1423141200
2676,Clear,767.487915039,0.87,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,67.74,1423144800
2677,Clear,767.487915039,0.85,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,69.51,1423148400
2678,Clear,767.487915039,0.82,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,71.05,1423152000
2679,Clear,767.487915039,0.8,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,71.93,1423155600
2680,Overcast,767.487915039,0.8,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,71.93,1423159200
2681,Clear,767.487915039,0.79,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,72.95,1423162800
2682,Clear,767.487915039,0.84,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,71.27,1423166400
2683,Clear,767.487915039,0.84,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,69.26,1423170000
2684,Clear,767.487915039,0.87,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,67.26,1423173600
2685,Clear,767.487915039,0.84,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,67.26,1423177200
2686,Mostly Cloudy,767.487915039,0.87,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,67.26,1423180800
2687,Clear,767.487915039,0.91,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,66.0,1423184400
2688,Clear,767.487915039,0.73,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,77.96,1423706400
2689,Clear,767.487915039,0.78,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,76.48,1423710000
2690,Clear,767.487915039,0.84,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,74.48,1423713600
2691,Clear,767.487915039,0.85,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,74.8,1423717200
2692,Clear,767.487915039,0.85,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,74.8,1423720800
2693,Clear,767.487915039,0.84,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,73.42,1423724400
2694,Clear,767.487915039,0.84,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,72.68,1423728000
2695,Clear,767.487915039,0.83,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,72.91,1423731600
2696,Clear,767.487915039,0.76,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,76.23,1423735200
2697,Clear,767.487915039,0.69,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,78.47,1423738800
2698,Partly Cloudy,767.487915039,0.68,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,80.27,1423742400
2699,Clear,767.487915039,0.61,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,84.04,1423746000
2700,Clear,767.487915039,0.55,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,86.16,1423749600
2701,Clear,767.487915039,0.53,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,86.81,1423753200
2702,Clear,767.487915039,0.51,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,87.04,1423756800
2703,Clear,767.487915039,0.48,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,88.89,1423760400
2704,Mostly Cloudy,767.487915039,0.48,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,89.12,1423764000
2705,Clear,767.487915039,0.47,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,88.23,1423767600
2706,Clear,767.487915039,0.46,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,89.54,1423771200
2707,Clear,767.487915039,0.45,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,88.0,1423774800
2708,Clear,767.487915039,0.5,-23.5505199,-46.6333094,"Sao Paulo,Brazil",1000.0,85.74,1423778400
